timestamp,label,confidence
1763998539.8330853,kenta,0.84
1763998544.0773335,none,0.0
1763998545.6422508,kenta,0.996
1763998549.194087,none,0.0
1763998555.3897636,none,0.0
1763998561.5464134,none,0.0
1763998568.8135319,none,0.0
1763998573.9305665,Deglet Nour dryer,0.937
1763998574.648415,Deglet Nour dryer,0.947
1763998576.6631508,none,0.0
1763998582.7602181,none,0.0
1763998593.017578,none,0.0
1763998599.0640018,none,0.0
1763998605.1129088,none,0.0
1763998605.3334308,kenta,0.982
1763998611.18252,none,0.0
1763998617.3156495,none,0.0
1763998623.45402,none,0.0
1763998629.5188358,none,0.0
1763998635.6680658,none,0.0
1763998641.7728574,none,0.0
1763998647.8488836,none,0.0
1763998653.9468439,none,0.0
1763998660.0766377,none,0.0
1763998666.151539,none,0.0
1763998672.818068,none,0.0
1763998679.9230618,kenta,0.803
1763998682.4080486,none,0.0
1763998684.4254584,kenta,0.872
1763998688.0133228,none,0.0
1763998694.0947695,none,0.0
1763998700.1627278,none,0.0
1763998706.31626,none,0.0
1763998712.384159,none,0.0
1763998718.5285323,none,0.0
1763998724.4975102,none,0.0
1763998730.6222122,none,0.0
1763998736.0178597,none,0.0
1763998738.124369,kenta,0.926
1763998742.244904,none,0.0
1763998746.2681596,kenta,0.931
1763998747.7792437,none,0.0
1763998753.8850865,none,0.0
1763998759.9556458,none,0.0
1763998766.0701919,none,0.0
1763998772.1515508,none,0.0
1763998778.2018962,none,0.0
1763998784.3163476,none,0.0
1763998791.221177,none,0.0
1763998797.341381,none,0.0
1763998803.8102808,none,0.0
1763998809.8742628,none,0.0
1763998817.6789854,none,0.0
1763998823.79842,none,0.0
1763998829.863922,none,0.0
1763998835.9901118,none,0.0
1763998842.0696445,none,0.0
1763998848.2148278,none,0.0
1763998854.3149686,none,0.0
1763998860.461857,none,0.0
1763998866.611627,none,0.0
1763998872.7304046,none,0.0
1763998878.846838,none,0.0
1763998884.9704084,none,0.0
1763998891.099673,none,0.0
1763998897.25073,none,0.0
1763998902.675631,kenta,0.824
1763998904.2307718,none,0.0
1763998910.4272206,none,0.0
1763998917.711849,none,0.0
1763998923.7786794,none,0.0
1763998929.9476585,none,0.0
1763998936.1190748,none,0.0
1763998950.1508148,none,0.0
1763998957.1695652,none,0.0
1763998963.9616857,none,0.0
1763998970.0803058,none,0.0
1763998976.2163002,none,0.0
1763998982.3412242,none,0.0
1763998988.5173836,none,0.0
1763998994.589211,none,0.0
1763999000.7386947,none,0.0
1763999007.8593843,kenta,0.913
1763999009.1326814,kenta,0.846
1763999011.1887217,none,0.0
1763999017.2712831,none,0.0
1763999023.4781108,none,0.0
1763999029.5958447,none,0.0
1763999035.774773,none,0.0
1763999041.9163322,none,0.0
1763999048.0494702,none,0.0
1763999054.2100182,none,0.0
1763999060.637302,none,0.0
1763999067.4746742,none,0.0
1763999074.9069762,none,0.0
1763999081.0338874,kenta,0.898
1763999082.6004927,none,0.0
1763999087.512755,kenta,0.938
1763999089.5693424,none,0.0
1763999095.666158,none,0.0
1763999098.2448182,kenta,0.965
1763999099.8521724,kenta,0.823
1763999102.4552493,none,0.0
1763999108.7726982,none,0.0
1763999114.842894,none,0.0
1763999120.1396887,none,0.0
1763999126.294176,none,0.0
1763999132.4226148,none,0.0
1763999134.5688667,kenta,0.974
1763999135.495869,kenta,0.976
1763999139.1107666,kenta,0.996
1763999139.8869002,kenta,0.996
1763999141.6368914,none,0.0
1763999147.782709,none,0.0
1763999148.9106936,kenta,0.997
1763999154.5627348,none,0.0
1763999160.681755,none,0.0
